Id,Name,Age,NumberPhone,InBlackList,JobPosition,Id,Value,TypeCurrency,StartDateWork,EndDateWork,PassportId
c037a98c-daa3-4417-a009-f2d713d4e3f7,Кондратьев Егор,20,391-2657-077,False,Security,fc78accd-bb2b-4ff0-b930-2009d628309a,610,MDL,01/22/2024 00:00:00,01/22/2026 00:00:00,31c2f18f-8ced-4902-8a71-60e86daced2d
04c23352-f8f4-456e-bdd6-918980cb6f50,Панфилов Егор,37,793-0310-575,False,Director,5a4a4516-b4ee-43af-8a88-bf2ca1dc238d,29411.76,USD,02/20/2017 00:00:00,01/13/2027 00:00:00,d41d1b3d-705d-4c89-8960-167b17ba03e6
f61a584d-4768-4b0c-be45-0e20f6fafb89,Игнатьева София,25,170-3449-672,False,Security,b02152ce-1afc-40eb-8f08-837cee6a1b9e,9452,USD,10/06/2021 00:00:00,02/14/2024 00:00:00,58c71eb0-7d76-486e-87a7-038f92b0409e
61c2bffd-9314-4c1a-b7ff-d2e4aac05072,Гуляева Алина,24,951-7675-481,False,Security,f0a7e686-d9ec-4f8d-87df-121d3c115a46,12171,USD,03/08/2012 00:00:00,10/18/2024 00:00:00,a992e992-d3c6-4a84-a68c-c31a44c36880
c47c50ab-8ce7-4fcc-966f-4422f59fe594,Николай Штефанович,25,234-3444-234,False,Cashier,911f50b5-5653-4b75-b5b8-02d6e8fc2f6d,500,USD,12/30/2005 00:00:00,12/15/2024 00:00:00,5d26def4-3efa-4ea9-b66a-cb49c7037a20
98c8453a-250d-4dd8-b535-6ace685056a6,Щукин Владислав,28,122-4544-226,False,Trainee,df2c0ace-5392-4191-9c9c-007b5b76d9d3,13129,MDL,10/18/2003 00:00:00,07/20/2025 00:00:00,8b9a623e-66f5-41bb-82e1-6a512291c4d5
d9bc208b-a257-4f54-8598-d5437b9a0415,Кузнецов Владислав,30,577-5069-145,True,Director,5e66bafe-f0c6-464e-9a7a-8e1ad425a9da,29411.76,USD,06/10/2010 00:00:00,12/24/2024 00:00:00,c9630963-a39a-45d7-b002-734e205261bc
5c24fe1e-9feb-4022-83b4-3184af4329a6,Давыдова Ангелина,21,492-8532-638,False,Cashier,a0a5e52c-5680-4d5f-920b-a27987ecfaef,163,EUR,11/09/2010 00:00:00,03/19/2026 00:00:00,88909d27-3843-4d66-a4f6-798c924f622f
38eed420-ca70-4e65-854e-a37f98022acf,Шестакова Маргарита,40,008-8802-096,False,Trainee,2e5cbf54-8181-44fd-802f-67823fb5389d,6911,EUR,11/09/2009 00:00:00,08/19/2025 00:00:00,f79e194d-5c7c-43cd-b8c9-bd5a83e9c0df
3e186382-e7c9-49b4-9869-db5b7da3df05,Дементьев Дмитрий,41,478-4750-665,False,Cashier,86701df4-21d4-430b-b77b-34a6eece7d9a,5439,MDL,03/04/2005 00:00:00,07/10/2024 00:00:00,3250fdee-483d-4ba2-8fb7-95dc4f4ffe7c
31731a63-d97a-4cbd-8b8e-ee6aff8d00f0,Власова Алла,40,007-2858-157,False,Trainee,65fa15f7-d6c0-44bd-ac32-6d7a0663155f,146,USD,07/12/2013 00:00:00,12/12/2026 00:00:00,a16ea9aa-e716-4703-a7e8-949d9ba9dd32
5455916a-53f2-4692-8db8-37f8dbd8adca,Давыдова Зоя,42,052-3884-469,False,Director,8de71e9d-4373-40f0-bfc6-a6d2ec9e2e6e,29411.76,MDL,12/28/2018 00:00:00,08/13/2024 00:00:00,340ab456-b964-4cd2-946b-6b813226a33b
d8d96adb-0bb3-430a-9441-ed6b1b5ae7e1,Никифорова Раиса,33,889-5917-154,True,Trainee,335a8886-7eab-437d-ada8-d3fe87362efd,7456,USD,04/14/2009 00:00:00,12/03/2024 00:00:00,4895190b-e0d8-49bd-bc14-e79cd7271c47
f52d5204-17ed-4963-8842-8f0a5b568b37,Зыков Станислав,25,709-3063-236,False,Cashier,c3586304-765c-4411-b5f8-f471073ed933,9577,USD,09/16/2020 00:00:00,05/20/2026 00:00:00,36a24c94-f6dc-4b51-80d0-1c4b69bff561
4eb24fc0-34e0-4755-981a-de4cb29d0c9f,Молчанов Герман,31,236-9336-928,False,Security,f532d3dd-bc99-4271-a197-f788b635d260,5851,USD,10/17/2023 00:00:00,01/08/2027 00:00:00,88f8cc71-114a-4488-b76d-8d54ecbb9918
4b6c979f-0291-4562-a0c4-5085b8859295,Носова Анна,42,231-3864-288,False,Cashier,5ab27263-a9f1-4ea4-b42d-3390d933f0ae,14005,USD,01/13/2004 00:00:00,02/28/2025 00:00:00,091651de-9a49-4093-9b9a-22b3b2f10dd9
ba7ec2d3-a177-46d4-ab58-3a719b06b070,Стрелкова Валерия,41,631-1011-870,False,Director,9489b22a-60ec-4a3e-83d7-e00dd54ba74b,29411.76,USD,09/15/2018 00:00:00,08/24/2024 00:00:00,0f4113d4-54ce-46ec-bc9c-9e695bebfd52
e2bb2c64-127f-4d1a-956e-907421a5ea25,Матвеев Евгений,40,195-2203-232,True,Cashier,0c9c2ade-a235-4704-8933-2f0a917029e9,2988,MDL,04/15/2023 00:00:00,10/19/2025 00:00:00,41edbe01-ac5b-4d70-95e9-0b71abe5bbad
b5bf4386-b8ad-43ef-89c1-cfe953dc4ab9,Суханова Александра,20,991-1939-572,False,Security,da7fe2f3-e109-4be1-abbb-538128d6341c,12021,EUR,11/24/2006 00:00:00,03/09/2024 00:00:00,ec52764e-f120-45c2-bb9c-9e0c193cbe4e
edc5f67a-87fe-4f10-9717-0b3dcc8127b6,Громов Степан,42,806-0356-165,False,Cashier,7f52414a-b7fe-453a-bb9d-a62ac459347a,3955,MDL,10/29/2021 00:00:00,09/04/2025 00:00:00,b0c9bba1-5458-4161-9cf5-aefe4d39656e
2068542b-6696-42c5-9ee6-e80f79d38bd3,Стрелкова София,43,996-0843-247,False,Cashier,0b4087db-34b5-422e-968b-60c75c86628b,9209,USD,08/23/2012 00:00:00,09/07/2025 00:00:00,2fca0680-2a50-4d15-9304-4971d5384ff7
b8c43dac-83f0-4e2a-bd29-777dfeefea3f,Колесникова Наталья,21,933-2113-981,False,Director,1b1531f7-5fc6-4268-9138-5de3f5e6849c,29411.76,MDL,01/22/2023 00:00:00,07/26/2024 00:00:00,dc42db79-5282-48ae-9e1a-51d036b73b2c
b3f2711e-2f57-4d8d-9325-6c8231efe1cb,Горбунов Герман,24,231-3488-961,False,Director,f8f42e3d-b2eb-4b10-8653-1a08accdbeb9,29411.76,MDL,01/04/2006 00:00:00,09/04/2026 00:00:00,ef7e94be-128a-4281-81d5-6583f37bc11a
35dad568-0069-4faf-b3e8-b14104f37094,Анисимов Алексей,37,742-4535-491,False,Director,11e6c4f8-52f0-4d53-ad86-1c3e472d6aef,29411.76,USD,07/25/2010 00:00:00,08/01/2026 00:00:00,c841db2a-4631-4a4e-ac5b-ea60c2cd358f
cc0bd5df-2382-4172-a34e-4175ad9ce0f4,Степанова Ангелина,24,894-0953-983,False,Director,39725aa2-11a6-433b-8612-bd1b74bf50e8,29411.76,USD,03/20/2018 00:00:00,05/12/2024 00:00:00,649d5bc1-9074-4571-b36f-097494fa32de
455f8bc6-be1c-478c-9e9f-a7fa95d13763,Большаков Дмитрий,41,788-8556-365,True,Cashier,7d171547-feeb-4494-946f-5fe433b19041,8170,EUR,02/09/2012 00:00:00,07/31/2025 00:00:00,3a51fdf4-2c1c-43b7-8387-30f2c8087d3e
c2617ec8-4e9b-4d9b-a06e-17700ebd71d4,Большаков Игнатий,22,231-4718-679,False,Cashier,d54e42a9-fea7-4008-9360-bbd99577e065,7319,USD,05/20/2007 00:00:00,09/29/2026 00:00:00,4774e0f7-e426-4975-ba2b-d087bef0e3c9
f12c2945-3b68-43fb-82a8-ea41d26e1e42,Авдеева Зоя,22,137-8934-356,False,Security,d4cbbbb1-1aa5-4d09-b859-e6774a6d07eb,13803,MDL,10/26/2014 00:00:00,11/20/2026 00:00:00,9a25d50a-6bfd-4b3e-9250-ba11098aca62
641da97b-117b-4a96-9e9d-03fd7ca01db1,Логинова Анфиса,19,816-8887-630,False,Security,3c998c39-6030-4e23-9925-eb1d26ed37be,14184,MDL,01/19/2015 00:00:00,11/30/2024 00:00:00,10d44161-c14a-463e-96d8-ff7ff058c1b9
f1c87078-f52e-4bf3-9b82-e3b042440915,Вишнякова Дарья,37,366-3729-451,True,Security,1c4fe248-2368-4da2-b9e1-8e8aa800a947,1149,MDL,03/24/2021 00:00:00,12/22/2026 00:00:00,6a5166f5-6e6e-4c30-86da-1113f655fb6a
6be9c4d0-5368-498f-abe2-c83e3fa4ab8b,Тетерин Андрей,25,226-2622-988,False,Security,81abe3a1-fe90-4024-a5bc-9b154d9d60e8,7863,MDL,06/15/2016 00:00:00,08/12/2026 00:00:00,85d61ad8-1253-4384-b93a-e73f1d781843
a56acec1-18ed-427a-a9ce-259958df5de7,Медведева Антонида,35,894-7331-587,False,Security,e8772e65-2999-4961-beb6-15dd8ca363a7,9491,MDL,08/10/2014 00:00:00,07/18/2024 00:00:00,9d83c2f4-a57e-4e97-a3a6-93b9a9c2ef2f
ec94c16b-599b-4d74-abb4-534855710b05,Кошелев Григорий,28,656-5224-075,False,Trainee,84209d95-095a-40a4-9eb0-70fa8e90a778,11701,MDL,11/11/2011 00:00:00,01/21/2027 00:00:00,e2c80cf6-5609-48d8-bf09-a64818d07f46
8266caa3-8416-4af3-943f-a3a2abc63ee9,Потапова Татьяна,27,349-5403-293,False,Security,85ba39bf-db91-4ba3-9e4a-6809822e093f,6969,EUR,12/28/2023 00:00:00,09/02/2025 00:00:00,5b8233c7-c0f2-4399-9dab-7ec0c0f99204
5eb508c5-bf00-4741-8b32-e244bc25eabd,Овчинникова Арина,41,061-8507-225,False,Security,3afdbad0-2bc4-416e-8916-aa5377432e14,1443,USD,05/11/2013 00:00:00,03/21/2026 00:00:00,36189222-4770-41c1-83c0-ac7c7fe0cea1
5fc3ffc6-30f8-4ac4-ab0d-5fb394828ef0,Фролова Василиса,23,114-3648-806,True,Director,feeead2b-4572-4caf-976e-6bde063f17dc,29411.76,USD,05/29/2018 00:00:00,06/21/2026 00:00:00,ec34a1c5-ca95-49b3-8353-d84e8efd3d8c
00b694c0-6bc4-42a8-8f31-31ceb9aa1e7f,Михеев Даниил,34,690-4326-184,False,Director,0978de3e-4065-481c-a8f0-87b9ffe5e700,29411.76,MDL,02/11/2011 00:00:00,11/06/2025 00:00:00,9ae51a06-7cd4-4f30-8f03-bdd0e40dd84b
e7ff6487-22c2-4eaf-b268-28bbcb672bad,Панов Егор,25,793-5077-696,False,Trainee,3a31598b-6bd7-409e-973b-9eeb74862d76,8917,EUR,11/08/2006 00:00:00,02/01/2024 00:00:00,03dec7c1-0a4d-456e-a6ec-95f8702ba81d
93ba64dd-f9ff-4861-a459-292136053c66,Ефремов Владимир,35,210-6864-869,False,Trainee,fc151402-2a03-474a-8304-b09cea724392,3314,USD,08/17/2010 00:00:00,03/22/2025 00:00:00,fd108352-11ef-4f19-a295-c65955792dbe
e1666050-9844-4a16-8c4c-3f38b06a2b71,Фомичева Оксана,30,948-7938-910,True,Cashier,08297a66-ae30-4cc8-91f8-ea3b82f4963b,10305,MDL,07/27/2021 00:00:00,02/06/2024 00:00:00,61908f35-41f4-4d72-9529-386dba16ec15
b73d9394-8f99-4116-a7dd-6bb0c1f916f4,Капустина Евгения,20,268-8206-517,True,Trainee,2ec236bf-015c-4380-90df-771db3afcaa9,5979,MDL,08/19/2019 00:00:00,07/03/2026 00:00:00,f103fb18-618e-432b-94a3-3f722407a68c
42f2c76a-45d2-4a47-bb03-f301c8459e96,Архипова Ирина,21,629-1890-775,False,Director,bd553dc9-8d44-446a-b32f-05e452b08ce8,29411.76,MDL,10/10/2008 00:00:00,08/08/2025 00:00:00,5609f10e-d446-4533-9826-db1a036b013c
225911cd-e26a-4266-9708-a3f8660e9afa,Беляев Владимир,33,146-5199-223,False,Cashier,406ea561-97a1-4a85-b433-8eaa41336684,5528,EUR,07/31/2021 00:00:00,02/01/2026 00:00:00,2b0b25a3-b8fd-4eaa-a0b6-9b69f1480604
508f769e-a29f-419d-8431-88421d44b3d9,Власов Леонид,22,342-9526-470,False,Director,49dcf223-23b3-4158-9283-e527b6bc296f,29411.76,MDL,09/06/2010 00:00:00,12/20/2026 00:00:00,856dd74d-fda6-4d66-a5b1-e17762362e53
35de0454-e1b6-479d-be9b-f3ceb20d5f63,Воронцов Игорь,36,665-8387-729,False,Cashier,2fae1f71-fb46-41c0-ad11-a4fd38913061,7674,MDL,05/20/2005 00:00:00,09/28/2026 00:00:00,86b55f2d-c048-4d1f-a85d-9ccab99a634d
c1416af5-aadf-4712-b92d-0f2539f11b70,Родионов Антон,38,935-4550-142,False,Trainee,bf8ca88d-c3c7-4523-a73b-19b23e1dc50a,863,MDL,12/03/2019 00:00:00,11/04/2026 00:00:00,5f16531e-7be6-4a4d-9d71-68817b2691b5
4c8e94a0-77f9-46dc-8450-5375e06d1fe8,Селиверстов Алексей,27,046-8310-136,False,Security,6b4842c0-bbbd-4f92-ad17-fc62a2695082,5277,USD,12/23/2020 00:00:00,12/25/2024 00:00:00,e34aabe5-abd9-44ee-b201-5663ca33c5fd
a88cb868-6439-48cd-8e7d-e34e38877747,Соколова Нина,21,519-5397-111,False,Cashier,d4601f04-c875-4988-a12b-ddba1f49c3a9,8709,USD,08/13/2019 00:00:00,02/06/2025 00:00:00,291b1233-a436-486e-ba8b-703040135140
86c21b9e-9723-4395-b1e8-1cd72f19d825,Дорофеева Анжелика,37,389-2136-050,False,Trainee,f3b79a87-8be7-4bf6-8b2f-d3c4de612cfb,4029,USD,12/31/2017 00:00:00,12/09/2024 00:00:00,8a466808-ef98-4a99-8c96-68809cfd2d81
0850dbc2-ae9e-4a9b-895f-8248f88dee0a,Дмитриева Тамара,35,497-4198-492,True,Security,ad9d63ae-4deb-43f3-aa4f-a518acd1875f,9337,EUR,11/22/2014 00:00:00,04/03/2026 00:00:00,7f920836-8f54-407d-84db-01a1669b12eb
3591acb5-a66a-4439-95fd-20269dfb6e8e,Калашников Иван,38,192-4268-457,False,Trainee,4663d417-4db3-4dbc-8917-0da444932642,5200,USD,09/12/2023 00:00:00,02/12/2025 00:00:00,cc990401-51f7-4d68-a458-ff978a6eee92
7006d314-2521-4aa4-876e-545dc7025d9b,Кузнецова Арина,35,718-5822-992,False,Director,6111c631-38f7-4ece-be51-787abbbc9c39,29411.76,USD,06/20/2007 00:00:00,08/28/2026 00:00:00,d1818148-ac34-4d17-8665-84f4d1ff4901
6c5b6372-7d80-49dd-97bf-2ff2481dcbc5,Николаев Лаврентий,21,098-9847-406,True,Security,6c0ff755-b71d-4b26-9dbb-3c21c9de76de,1895,USD,11/06/2003 00:00:00,12/15/2024 00:00:00,5841c754-9bc1-4079-a427-2917606c3cb4
8de8bac5-b649-4822-95d1-5f2c1b5f612d,Антонов Борис,41,647-2584-627,False,Security,2894b504-f1b2-42cf-b0b8-34e4de802816,2539,USD,11/22/2022 00:00:00,03/10/2024 00:00:00,59631111-cb86-403a-bead-8f6428bc41bf
3e1823ff-90da-4764-89c7-269c919445db,Копылова Вера,34,456-7023-209,False,Director,d19fd604-5b87-4d77-af14-6727501ab223,29411.76,USD,12/13/2015 00:00:00,07/29/2024 00:00:00,6bc72278-d105-434d-bf4e-44ba5bb22298
d8840373-3c0b-464a-a619-b8422afe616b,Сидорова Лидия,29,857-0408-398,False,Security,9beaafbc-33a0-4e72-8ddf-c8f84cd17f64,6756,EUR,10/19/2023 00:00:00,11/21/2025 00:00:00,38a016da-d8e3-4f15-9287-c4b64702ea0b
287cce86-30f3-48fd-b7b7-c0c7819e0bec,Кузнецова Алёна,33,939-1595-404,False,Director,1bb97373-0d3e-4508-8941-efa021599ed4,29411.76,EUR,09/12/2022 00:00:00,04/28/2026 00:00:00,a2b9fef5-f04e-4e74-9f4c-8d789eb4e457
42d4dfd9-ac1c-4d39-b68f-86c6c9171959,Макарова Валерия,29,321-8408-885,False,Director,acb74ffb-a356-4c1b-b3e6-d94da1f0821b,29411.76,MDL,10/22/2009 00:00:00,03/03/2026 00:00:00,204695a5-2214-4502-880b-4b87cea6a23f
389a8590-22c0-4b22-94a3-b4faa53ddfe7,Абрамов Михаил,40,926-3556-505,True,Security,2e72b4ad-7549-4c24-ba06-741c43268cc0,2191,EUR,05/27/2012 00:00:00,05/30/2026 00:00:00,19c90fe2-6eef-4b96-8283-e006a2e03cef
75c8571d-9ec7-4862-976c-331cee7c92a8,Дьячкова Дарья,23,367-8044-067,False,Trainee,129c73c5-79b6-4808-9067-912f453cde71,10552,USD,11/03/2005 00:00:00,12/21/2024 00:00:00,d85df6d2-c30d-404f-81fe-2a843e5a3b52
ffca5c22-1b34-41d3-affb-d49a4c54b970,Орлова Елена,26,341-9733-676,False,Security,abe5d35a-d5a2-43ac-9ca6-f956771fde3c,14405,EUR,05/12/2005 00:00:00,06/29/2025 00:00:00,363486d8-1fce-4e44-b0fb-4edf43cc2e6e
87ba0307-2168-484e-b569-42edb4028382,Панфилов Лука,37,605-2626-613,False,Director,7dbd5abc-44e5-4d1f-9955-91c6e436da7e,6901,EUR,10/28/2009 00:00:00,09/08/2024 00:00:00,867f4426-7c23-4d5f-9829-51b58aacf3b2
